タイトル,NOTES,PEAK,SCRATCH,SOF-LAN,CHARGE,CHORD,ノート数
Battle Train -IIDX Edition-,101.3,81.42,25.5,0,0,48.08,0
Eine Haube ～聖地の果てにあるもの～,65.22,57.14,25.46,0,0,42.13,0
Radical Faith,66.85,67.13,25.36,0,0,21.38,0
Session 1 -Genesis-,73.18,87.13,25.35,10.16,37.78,37.12,0
ライオン好き,49.68,48.56,25.33,0,0,44.19,0
Technicolour Dreams,65.96,65.71,25.29,0,9.67,39.46,0
Breakin' Rules,70.74,62.84,25.28,0,0,14.22,0
ＵＬＴｉＭΛＴＥ,61.46,68.57,25.27,0,0,26.62,0
Sun Field,70.94,62.85,25.26,0,0,22.9,0
Sakura Reflection,76.27,64.28,25.21,0,44.45,54.69,0
RESONATE 1794,57.27,69.99,25.2,0,0,20.54,0
シャムシールの舞,66.53,67.13,25.15,52.86,0,62.93,0
PARANOIA MAX～DIRTY MIX～,38.16,45.7,25.14,0,0,13.46,0
卑弥呼,108.04,123.68,25.1,131.52,0,56.68,0
時空トラベローグ,75.15,69.99,25.05,0,0,27.85,0
#MAGiCVLGiRL_TRVP_B3VTZ,79.23,77.14,25.04,0,0,69.59,0
Mind Mapping,53.74,51.41,24.97,0,0,41.55,0
2 tribe 4 K,54.5,55.7,24.96,0,0,22.92,0
I will be back -オレは帰ってきた-,88.87,78.56,24.94,0,12.49,63.47,0
Leaving...,66.07,68.56,24.93,0,0,49.04,0
Binary Black Hole,91.09,91.41,24.87,0,76.86,59.95,0
共鳴遊戯の華,100.57,85.7,24.87,0,14.99,25.74,0
Do What You Want,60.99,59.99,24.83,0,37.02,25.26,0
elemental bender feat. Kanae Asaba,49.13,45.7,24.81,0,0,8.84,0
rumrum triplets,77.87,77.13,24.8,0,0,38.58,0
津軽雪,86.02,80,24.79,0,9.05,48.57,0
タシカナモノ,57.38,58.56,24.75,0,0,38.92,0
華蝶風雪,83.96,84.27,24.71,0,0,62.65,0
Overslept,74.72,68.56,24.68,0,0,36,0
S!ck (Nhato Remix),68.58,62.83,24.67,0,44.66,27.02,0
Summerblue,68.14,57.13,24.64,0,7.8,35.75,0
Double Loving Heart,52.52,51.41,24.51,0,0,34.45,0
Drastic Dramatic,103.05,88.56,24.38,0,0,68.65,0
Party Starter,62.11,61.42,24.36,0,0,52.16,0
I'm so Happy,71.8,62.84,24.34,0,0,23.47,0
the shadow,80.31,74.27,24.29,0,0,31.37,0
Broadbanded,57.66,70,24.29,0,0,14.92,0
≡＋≡,86.84,79.99,24.26,0,0,76.49,0
Monkey Dance '09,72.65,65.71,24.24,0,0,40.66,0
ALBA -黎明-,62.22,57.13,24.19,0,8.74,32.01,0
BALLAD THE FEATHERS,52.39,59.99,24.11,0,0,26.05,0
in motion,52.96,52.84,24.07,0,0,17.1,0
SHOOTING STAR,68.86,64.27,24.06,0,0,37.76,0
XINOBIKILL,71.5,68.56,24.03,0,64.52,30.46,0
まほろば,62.3,59.99,24.01,0,0,40.12,0
BLACK or WHITE?,103.46,95.71,24,0,35.78,63.9,0
Dawn Saga,67.45,61.42,24,0,25.92,27.15,0
Devilz Staircase,100.82,91.42,23.95,0,4.2,81.76,0
創世ノート,79.12,72.85,23.91,0,0,48.4,0
Follow Tomorrow,60.3,58.56,23.88,0,0,32.96,0
The Dirty of Loudness,108.03,144.72,23.86,0,0,97.05,1327
ナイトシティー・アヴァンチュール,60.39,51.41,23.86,0,0,49.67,0
waxing and wanding,83.62,101.3,23.81,0,0,67.36,0
Visterhv,91.82,82.85,23.8,0,65.61,56.6,0
DROP,91.09,82.85,23.79,0,0,48.55,0
CODE:1 [revision1.0.1],73.98,67.13,23.69,0,0,43.43,0
OOO,62.89,51.41,23.63,0,0,42.87,0
Nightmare before oversleep,80.08,95.71,23.61,0,0,64.81,0
Dr. Chemical & Killing Machine,80.08,75.71,23.59,0,0,40.29,0
Ganymede,66.55,82.84,23.57,36.57,0,45.78,0
Mr.T.(take me higher),48.53,44.27,23.56,0,0,38.8,0
Blueberry Stream,71.15,95.71,23.55,0,0,50.82,0
PARANOiA ～HADES～,90.61,95.7,23.52,110.76,0,50.74,0
smooooch・∀・ (Snail's House Remix),62.07,57.13,23.52,0,41.7,25.82,0
VJ ARMY,76.44,67.13,23.4,58.1,0,29.38,0
EDEN,77.71,65.71,23.37,0,0,64.95,0
Souhait bleu,80.34,68.56,23.36,0,108.63,51.01,0
イザナミノナゲキ,82.48,72.84,23.26,0,39.99,73.07,0
NEMESIS,66.89,81.41,23.22,0,0,34.62,0
ランカーキラーガール,76.1,69.99,23.21,0,16.55,76.1,0
ハリツヤランデヴー,92.76,79.99,23.18,0,0,101.32,0
fly through the night,57.64,61.41,23.18,0,0,27.99,0
乱膳の舞姫,77.53,74.27,23.15,0,14.05,29.39,0
NoN-Fiction Story!,63.81,61.42,23.13,0,0,29.24,0
Daisuke,69,64.27,23.05,0,0,23.64,0
The Limbo,81.84,85.71,22.88,0,0,46.18,0
LESSON 5,72.73,64.27,22.88,0,0,51.61,0
yellow head joe,78.7,65.7,22.84,0,0,28.56,0
Queen Kaguya,76.25,81.42,22.74,0,55.45,50.03,0
Trill auf G,87.82,81.41,22.72,0,0,55.18,0
Light Shine,55,49.99,22.72,0,36.26,23.46,0
Special One,62.13,57.13,22.7,0,0,33.67,0
Burnin' The Floor,49.42,52.85,22.59,0,0,19.23,0
ACT,76.53,69.99,22.58,0,0,48.06,0
Macuilxochitl,101.59,89.99,22.57,0,0,71.14,0
Ｘ↑Ｘ↓,68.51,81.41,22.55,0,0,43.11,0
Nothing but Theory,64.24,58.56,22.5,0,0,18.7,0
朝焼けから始まるボクらの小さな旅,73.33,85.7,22.4,49.56,1.39,42.14,0
2hot2eat,53.68,58.56,22.36,77.58,0,9.96,0
quaver♪,97.02,85.7,22.35,28.63,0,93.24,0
Buffalo,71.34,68.56,22.34,0,0,31.66,0
黒髪乱れし修羅となりて,86.82,71.41,22.31,0,0,31.86,0
POINT ZERO,57.85,64.27,22.24,0,0,37.03,0
ILAYZA,91.39,71.41,22.23,0,42.8,34.49,0
op.31 叙情,59.16,65.71,22.19,187.59,0,32.65,699
Mare Nectaris,87.09,98.57,22.16,0,0.45,57.96,0
Horizons of Promise,61.14,59.99,22.11,0,5.61,56.26,0
405nm (Ryu☆mix),80.15,71.41,22.1,0,0,43.1,0
Lucky Days,61.92,59.99,22.05,0,0,39.17,0
GOLDEN CROSS,87.58,100,22.01,0,0,54.79,0
MUSIC TO YOUR HEAD,60.71,57.13,22.01,0,0,21.64,0
Seaside Labyrinth,52.93,54.27,21.97,0,0,22.23,0
Violet Rose,92.06,75.7,21.96,0,0,62.46,0
I'm Screaming LOVE,57.33,51.41,21.95,0,0,37.02,0
YAKSHA,91.55,98.57,21.94,0,0,67.66,0
Fly Away To India,51.31,47.14,21.94,0,0,21.93,0
24th Century BOY,78.78,72.84,21.89,0,0,41.21,0
Dazzlin' Darlin-秋葉工房mix-,67.79,61.41,21.88,0,0,26.63,0
THE F∀UST,93.35,98.57,21.83,0,66.55,40.8,0
CELEBRATE NITE,68.16,61.41,21.83,0,0,28.89,0
end of world,72.78,84.28,21.8,0,0,42.48,0
This is Love,75.63,71.42,21.79,0,0,61.79,0
LAX5 feat.Ryota Yoshinari,87.47,71.42,21.78,0,0,72.52,0
Nasty Techniques,65.4,62.84,21.76,0,25.3,22.24,0
Linus,69.25,82.84,21.73,101.83,0,51.39,0
世界の果てに約束の凱歌を -ReUnion-,76.42,78.56,21.73,0,19.99,58.39,0
Under the Sky,55.7,67.14,21.71,0,0,53.29,0
EZ DO DANCE,59.12,51.41,21.71,0,0,32.99,0
BRIDAL FESTIVAL !!!,61.51,57.13,21.69,0,0,43.25,0
次葉 -turn the page-,64.58,54.27,21.68,0,3.26,38.44,0
Urban Constellations,63.74,68.56,21.67,0,55.45,32.7,0
Sweet Sweet Magic,83.26,67.14,21.65,0,0,31.07,0
Acid Pumper,66.77,68.56,21.56,0,91.7,29.44,0
響花水月,77.83,65.7,21.53,0,0,37.35,0
あいつら全員同窓会,63.69,55.69,21.52,0,0,40.72,0
Saturn,90.19,78.56,21.47,0,0,69.66,0
INAZUMA,78.07,72.84,21.4,0,0,25.51,0
Scharfrichter,63.55,59.99,21.4,0,76.96,37.2,0
生きるよすが,57.54,44.28,21.34,0,0,33.72,0
Ventriloquist,64.75,52.85,21.32,0,0,35.37,0
sometime,43.73,54.27,21.27,0,0,16.53,0
Fascination MAXX,82.28,88.57,21.21,185.29,0,69.97,876
fallen leaves -IIDX edition-,95.75,78.57,21.21,0,103.87,50.18,0
ZED,68.67,61.41,21.12,0,0,55.08,0
A,86.92,82.84,21.08,56.26,0,79.97,0
Narcissus At Oasis,66.69,87.12,21.07,0,0,51.21,0
Space Time,67.74,65.7,21.05,0,0,28.84,0
HIGHER,45.1,38.56,21.05,0,0,21.82,0
ここからよろしく大作戦143,68.01,65.7,21,0,0,38.22,0
輪廻の鴉,72.86,67.13,20.99,0,0,46.01,0
Sky High,96.24,90,20.93,0,0,82.7,0
TIEFSEE,84.9,68.56,20.87,0,0,21.74,0
No Tears,86.1,81.41,20.86,0,0,75.38,0
R5,67.29,71.42,20.83,0,0,39.88,0
Empire State Glory,78.06,64.27,20.83,0,0,21.5,0
Blue Rain,68.23,71.41,20.8,0,0,52.3,0
HYPER EUROBEAT (2DX style),70.72,68.56,20.77,0,0,48,0
MAXIVCORD,73.91,81.42,20.75,0,0,25.44,0
Nocturnal 2097,80.36,67.13,20.69,0,68.35,37.9,0
Vermillion,65.28,55.7,20.68,0,41.08,19.98,0
新時代,52.6,42.84,20.58,0,17.33,18.08,0
StrayedCatz,82.41,94.28,20.53,0,0,48.43,0
Idola,85.05,84.27,20.45,0,0,88.93,0
vault of heaven,63.85,65.71,20.45,0,0,33.04,0
NINJA IS DEAD IIDX ver.,84.06,81.42,20.42,30.14,0,47.75,0
ZERO-ONE,87.54,75.7,20.42,0,0,37.55,0
spiral galaxy,80.4,68.56,20.42,0,0,31.97,0
WISH(EUROBEAT MIX),74.52,64.27,20.41,0,0,30.59,0
INFERNO,62.7,57.14,20.4,0,0,22.9,0
TITANS RETURN,74.77,65.71,20.37,0,0,36.61,0
CaptivAte2～覚醒～,77.93,81.41,20.31,0,0,33.04,0
AMRITA -不滅ノ花-,64.86,57.13,20.28,0,1.86,32.24,0
Ruler or Loser,69.02,67.14,20.22,0,14.74,44.49,0
Let The Track Flow,79.29,72.85,20.21,0,0,27.96,0
D.C.fish,81.01,88.57,20.09,0,0,51.06,0
Wanna Party?,56.94,61.41,20.07,0,0,33.16,0
青の洞窟,76.91,67.13,20.06,0,0,30.4,0
Around The Galaxy,74.37,65.71,20.06,0,0,56.09,0
Be A Star,74.91,67.13,20.05,0,0,66,0
quell～the seventh slave～,72.53,82.85,19.96,0,0,53.24,0
KEY,76.52,68.56,19.94,0,0,49.49,0
Star Trail,50.68,47.14,19.91,0,0,19.01,0
NΦ CRIME,69.2,64.27,19.85,0,0,29.48,0
Break Stasis,80.72,69.99,19.79,0,5.45,49.9,0
HORIZON,60.99,59.99,19.78,0,0,32.48,0
愛しくてラヴィンユー ft. マナ,58.74,54.27,19.78,0,0,33.57,0
天邪鬼,71.52,67.13,19.76,0,1.39,36.72,0
Danza Aestas,70.88,54.28,19.76,0,0,27.06,0
Elisha,59.97,75.7,19.68,0,79.21,18.58,0
EMPTY OF THE SKY,41.81,65.71,19.68,0,0,24.22,0
メイメツ、フラグメンツ,63.67,65.71,19.64,0,0,42.87,0
cinder,82.15,77.13,19.61,0,39.89,76.19,0
murmur twins,69.65,67.13,19.6,0,0,28.88,0
Bahram Attack-猫叉Master Remix-,72.54,67.13,19.59,0,0,58.85,0
山岡晃の「クイズ！家事都合！」,67.16,55.7,19.56,0,0,21.75,0
Beautiful Harmony (IIDX Mix),64.82,72.85,19.54,0,0,43.41,0
VOLAQUAS,85.75,82.84,19.53,0,6.47,47.22,0
朧,61.6,61.41,19.53,0,0,35.43,0
I am,71.39,67.13,19.42,0,0,51.4,0
Beat Radiance,73.4,65.7,19.41,0,0,51.61,0
天空の夜明け,85.09,91.41,19.28,0,0,46.48,0
PIRATES BLADE,63.19,62.84,19.28,0,0,52.4,0
in my eyes,64.92,54.27,19.19,0,0,29,0
疾風迅雷,91.23,87.13,19.1,0,0,25.45,0
たからもの,68.72,64.27,19.1,0,0,72.03,0
コスモス,68.87,58.56,19.09,0,0,48.31,0
ΕΛΠΙΣ,85.37,77.13,19.08,0,0,18.94,0
セカンドピアス,44.05,35.71,19.07,0,0,21.52,0
The Wind of China Express(The 4th Mashup),70,62.84,19.04,0,0,53.39,0
牧神笛吹きて,58.9,69.99,19.03,0,0,19.87,0
FLOWER,72.23,69.99,18.97,0,16.08,39.42,0
DAYDREAMER,65.87,65.7,18.97,0,0,63.31,0
LOVE WILL・・・,41.08,42.84,18.94,0,0,16.08,0
F,92.18,74.28,18.93,0,0,26.35,0
無意識のフィロソフィア,84.36,64.28,18.93,0,0,46.2,0
Vinculum stellarum,86.36,90,18.92,0,0,72.4,0
Programmed World,73.86,79.99,18.91,0,0,49.86,0
クルクル☆ラブ～Opioid Peptide MIX～,60.3,68.57,18.91,0,0,22.5,0
君のハートにロックオン,71.12,67.13,18.9,0,0,12.02,0
Silvia Drive,68.23,67.13,18.87,0,0,45.3,0
oratio,78.02,89.99,18.83,0,0,35.99,0
WONDER WALKER,77.58,65.7,18.83,0,0,29.08,0
rainbow rainbow,99.5,109.21,18.8,0,0,87.94,0
SOMETHING WONDERFUL,55.47,52.84,18.79,0,0,13.52,0
RISLIM,53.73,62.84,18.78,0,0,10.77,0
トリカゴノ鳳凰,75.53,72.84,18.72,0,58.28,21.9,0
STAR FIELD,66.79,65.7,18.72,0,0,49.53,0
明鏡止水,75.88,65.7,18.68,58.33,0,52.53,0
TOGAKUSHI,81.43,89.99,18.62,0,125.08,45.82,0
Say YEEEAHH,76.06,68.56,18.62,0,0,74.87,0
霧幻メモリア,61.77,65.7,18.59,0,33.14,36.37,0
beatonic nation,71.51,69.99,18.54,0,0,57.64,0
Kick Out 仮面,63.65,61.41,18.54,0,0,55.2,0
Midnight Lady,45.82,51.41,18.47,0,21.24,17.66,0
Luv 2 Feel Your Body,49.05,49.99,18.45,0,0,18.35,0
逆月,97.54,98.57,18.44,0,61.08,104.51,0
Sigmund,100.33,84.27,18.44,0,19.67,24.93,0
ALFARSHEAR 双神威に廻る夢,72.96,67.13,18.38,0,0,43.98,0
If,62.12,64.27,18.38,0,30.93,25.84,0
Love Is Eternity,77.47,71.41,18.32,0,0,20.67,0
Dazzlin' Darlin,57.13,61.42,18.32,0,0,52.23,0
少年A,79.38,79.98,18.19,45.29,0,34.34,0
R3,43.7,41.41,18.16,0,0,10.16,0
Ember Lights,69.72,67.14,18.09,0,112.86,47.86,0
Shadow World,64.69,72.84,18.03,0,0,43.85,0
Symmetry,86.27,97.14,18.01,0,0,71.07,0
Broken Sword,84,74.28,17.99,0,0,60.03,0
ラキラキ,71.09,65.7,17.97,0,0,71.09,0
never…,51.68,48.56,17.97,0,0,25.2,0
Apocalypse,79.42,64.27,17.94,0,12.52,36.16,0
mind the gap,48.24,67.13,17.88,79.14,0,9.16,0
GENOM SCREAMS,51.09,48.56,17.84,0,0,7.1,0
陽炎,57.04,48.56,17.82,0,0,34.73,0
Energy Drive,60.21,65.7,17.81,0,65.15,19.32,0
蛇神,61,62.85,17.81,0,39.36,40.59,0
Light and Cyber…,81.71,68.56,17.75,0,0,36.71,0
かげぬい ～ Ver.BENIBOTAN ～,58.03,60,17.65,0,11.22,25.95,0
ヨシダさん,55.06,51.41,17.62,0,0,28.84,0
X-ray binary,79.24,64.27,17.61,0,0,53.54,0
desolation,26.66,29.99,17.6,0,0,4.59,0
TOXIC VIBRATION,97.25,77.13,17.59,0,0,52.85,0
DM STAR～関西 energy style～,78.5,74.27,17.51,0,0,53.45,0
ASTRAL VOYAGE,60.28,59.99,17.51,0,0,26.19,0
-65℃,92.53,82.84,17.47,0,53.81,48.36,0
NZM,66.48,64.28,17.47,0,78.41,20.8,0
Yellow Sketch(RX-Ver.S.P.L.),75.32,68.56,17.45,0,60.33,33.39,0
XANADU OF TWO,66.06,58.56,17.45,0,0,46.36,0
オドループ,65.46,55.7,17.45,0,0,48.76,0
VR - Virtual Reality (prod.by Snail's House),50.42,44.28,17.45,0,0,20.08,0
MIRACLE MEETS,64.42,94.27,17.42,0,118.16,49.1,0
BRAVE OUT,61.55,59.99,17.39,0,0,22,0
Despair of ELFERIA,96.1,90,17.38,0,0,99.35,0
The Sealer ～ア・ミリアとミリアの民～,54.94,50,17.32,25.04,0,37.6,0
Mermaid girl-秋葉工房 MIX-,51.92,44.27,17.28,0,0,13.86,0
Painful Fate,89.69,85.71,17.18,0,66.28,64.67,0
Go Faraway,60.27,54.27,17.18,0,0,25.85,0
Get On Your Feet,74.18,72.84,17.14,0,29.67,36.77,0
量子の海のリントヴルム,83.01,65.7,17.1,0,12.33,20.08,0
Liquid Crystal Girl feat. echo,43.93,37.14,17.08,0,0,20.19,0
EROICA,96.25,111.83,17.03,0,147.26,67.41,0
pandora,68.66,69.99,17.03,0,0,20.09,0
Everlasting Last,67.33,57.13,17,0,0,28.15,0
ABSOLUTE,74.9,61.41,16.91,49.13,0,27.94,0
Fading Stars,66.53,58.56,16.9,0,0,51.89,0
City Never Sleeps (IIDX Edition),75.56,77.14,16.89,0,36.03,57.27,0
Adularia,80.29,75.7,16.84,0,59.31,26.37,0
Take My Life,67.51,58.56,16.84,0,0,27.68,0
THE CUBE,57.15,62.84,16.8,0,0,33.07,0
planarian,72.87,62.84,16.77,0,0,31.89,0
罪過の聖堂,56.06,65.7,16.72,197.84,8.41,42.43,708
Voltage (feat. Hidemaru),65.65,58.56,16.69,162.93,0,36.79,630
MINT,95.43,91.42,16.67,0,0,62.44,0
ZENDEGI DANCE,76.37,65.7,16.65,0,0,40.22,0
WISE UP!,56.72,48.56,16.63,0,0,35.31,0
Sinus Iridum,86.55,97.14,16.61,119.1,148.23,92.01,0
ruin of opals,82.81,89.99,16.61,164.42,33.89,30.9,1016
夏の匂い。キミの残像。 ft. Kanae Asaba,59.06,58.56,16.6,0,0,45.59,0
Vulkan,86.25,72.85,16.47,0,0,68.82,0
Synergy For Angels,72.05,62.84,16.47,0,0,50.87,0
Scandal,73.61,64.27,16.46,14.61,87.86,58.19,0
Stay my side,50.8,59.99,16.41,0,13.89,50.93,0
Silver Bullet,83.78,74.27,16.36,175.29,0,29.22,1044
LOVELY STORM,85.46,74.27,16.33,0,0,68.63,0
NEO GENERATOR SEVEN,77.85,82.85,16.29,0,0,67.83,0
Seraph,76.1,77.13,16.23,0,17.47,63.29,0
THANK YOU FOR PLAYING,79.56,77.13,16.2,69.22,0,40.44,0
madrugada,51.95,57.13,16.19,0,0,13.01,0
SpaceLand☆TOYBOX,83.2,70,16.15,0,0,35.49,0
era (step mix),64.93,54.27,16.12,88.06,0,8.51,0
Usual Days-remix,65.02,58.56,16.11,0,0,21.94,0
Abyss,69.42,61.41,16.07,0,0,45.1,0
BROKEN EDEN,80.91,72.85,16.06,0,0,23.79,0
ミッドナイト堕天使,67.56,60,16.06,0,0,34.03,0
Brave Spirits,58.97,59.99,16.06,0,45.45,28.15,0
Quickening,83.77,75.71,16.03,0,0,51.07,0
デモーニッシュ,68.28,59.99,16.01,48.29,0,32.56,0
龍と少女とデコヒーレンス,67.62,62.83,15.97,0,0,14.46,0
Forgetting Machine,60.47,54.28,15.97,0,14.99,19.4,0
Everlasting Resort,58.6,60,15.94,0,35.8,34.42,0
rainbow flyer,67.01,74.27,15.9,0,0,33.2,0
AIR RAID FROM THA UNDAGROUND,76.91,75.7,15.88,0,0,39.26,0
Initiation,99.27,97.12,15.85,0,57.17,85.69,0
Lucy,72.83,77.14,15.85,0,0,48.16,0
8bit Princess,55.62,47.14,15.84,0,0,24.59,0
"水上の提督(Short mix from ""幻想水滸伝V"")",69.9,62.84,15.83,0,0,42.3,0
SHADE,81.3,75.71,15.81,0,0,25.05,0
Votum stellarum,66.11,71.42,15.73,21.58,0,28.19,0
Golden Horn,55.54,62.84,15.65,0,0,2.99,0
花吹雪 ～ IIDX LIMITED ～,58.63,57.13,15.64,0,0,33.24,0
Recollection,65.32,72.84,15.62,0,0,66.46,0
Change the World,56.73,51.42,15.62,0,0,22.45,0
ZETA～素数の世界と超越者～,81.05,71.42,15.6,100.07,0,58.44,0
"Life Is A Game ft.DD""ナカタ""Metal",78.77,91.41,15.49,0,0,29.1,0
The Commanders,60.01,52.84,15.44,0,0,35.7,0
LETHEBOLG ～双神威に斬り咲けり～,64.64,55.71,15.38,0,0,31.5,0
Monkey Dance,60.67,61.41,15.35,0,0,18.4,0
昏き甲鉄のヴェルガ,63.49,55.71,15.35,0,0,42.9,0
Hollywood Galaxy,91.26,82.85,15.34,0,77.72,50.82,0
シムルグの目醒め,94.44,95.7,15.33,0,0,57.73,0
Meissa,72.03,67.13,15.24,71.96,6.24,34.82,0
Pout,74.62,72.85,15.22,0,41.25,55.81,0
Colors -Y&Co. Eurobeat Remix-,79.44,75.7,15.17,0,0,41.19,0
シュッパツシンコウ・シサカンコ,67.2,61.42,15.15,0,0,48.88,0
ILIAS,57.49,48.56,15.01,0,0,19.24,0
Shooting Fireball,89.74,85.7,14.94,0,0,62.79,0
Blame,74.11,62.85,14.92,0,0,24.33,0
INORI,90.64,68.56,14.87,0,0,26.97,0
REINCARNATION,42.88,50,14.87,0,0,4.19,0
mnemoniq,45.24,45.71,14.85,0,0,16.48,0
聖人の塔,87,78.56,14.71,141.14,0,30.53,0
Sugarplum,75.74,61.41,14.69,0,0,69.58,0
旅人リラン,80.48,79.99,14.68,0,0,59.93,0
Secret of Love,60.27,65.71,14.68,0,0,22.84,0
satfinal,63.28,64.27,14.68,0,0,42.77,0
Fly Above (Vicissitude Remix),64.99,61.42,14.6,0,0,37.42,0
Chain of pain,63.21,68.57,14.58,0,0,37.52,0
With your Smile,56.76,57.13,14.54,0,0,40.02,0
Jack,67.66,78.56,14.49,0,0,27.74,0
HEISEI,78.95,81.41,14.48,0,70.48,68.55,0
GRADIUS -FULL SPEED-,53.17,65.7,14.45,101.01,0,3.79,0
仮想空間の旅人たち,82.3,75.7,14.43,0,0,36.29,0
Illegal Function Call,74.65,67.13,14.42,0,0,11.3,0
Pollinosis,48.56,51.42,14.38,0,0,16.78,0
IMPLANTATION,91.96,85.71,14.36,0,0,50.73,0
Happy Wedding,68.51,69.99,14.3,0,0,19.82,0
システムロマンス,68.08,67.14,14.3,0,0,62.49,0
虹色,73.94,64.27,14.27,0,0,42.6,0
LUV CAN SAVE U,56.39,51.41,14.25,0,0,42.52,0
CONCEPTUAL,58.65,48.56,14.25,0,0,15.99,0
refractive index,61.92,50,14.18,0,0,13.14,0
"wanna be a ""BAD GIRL"" feat. Nana Takahashi",53.57,51.42,14.08,0,0,22.18,0
THE LAST STRIKER,76.72,72.85,14.03,0,0,49.51,0
BREATH,63.89,62.84,14.03,0,0,34.04,0
heaven above,54.77,65.71,14.02,0,0,19.84,0
In Heaven,59.65,51.41,13.99,0,0,33.79,0
未来のプリズム,60.96,57.13,13.93,0,13.89,29.24,0
ナイトフィクション,68.3,62.84,13.85,0,0,41.77,0
Kailua,61.18,71.41,13.83,0,158.06,25.94,708
Euphoric Lagoon,64.41,62.84,13.81,0,0,36.77,0
泰東ノ翠霞,29.09,38.56,13.79,0,0,10.41,0
Sunny Day Vibes,71.28,75.7,13.77,0,83.3,47.11,0
PROMISE FOR LIFE,56.65,54.28,13.69,0,0,59.02,0
おおきなこえで,39.24,40,13.66,0,0,28.72,0
GENERATE feat.綾倉盟,69.51,58.56,13.61,0,0,51.06,0
Real,70.03,78.56,13.54,0,0,50.94,0
エディブルフラワーの独白,64.23,61.42,13.53,0,0,37.92,0
鉄甲乙女-under the steel-,66.43,62.84,13.46,0,0,61.49,0
Several Words,64.19,60,13.46,0,20.61,43.72,0
X,102.59,97.13,13.45,0,0,56.75,0
下弦の月,60.57,70,13.43,0,0,51.44,0
Arca,73.9,62.84,13.43,0,0,33.96,0
Clione,38.35,55.7,13.41,0,0,10.94,0
DAWN -THE NEXT ENDEAVOUR-,89.77,77.13,13.36,0,0,92.03,0
Electro Tuned(the SubS mix),49.2,52.83,13.35,0,0,18.88,0
toy boxer,66.2,64.28,13.29,0,0,30.3,0
Liberation,87.74,72.84,13.27,0,0,64.01,0
Broken,79.02,72.84,13.27,0,0,39.82,0
AA,114.71,97.14,13.24,0,0,73.74,0
Voxane,54.4,54.27,13.24,0,0,36.46,0
Far east nightbird,56.33,50,13.23,0,0,24.82,0
Ergosphere,86.23,69.99,13.21,0,78.89,44.78,0
Pink Rose,41.81,47.13,13.15,24.28,0,26.43,0
凛として咲く花の如く,85.15,84.28,13.11,0,0,68.84,0
ハイ*ビスカス ft. Kanae Asaba,61.3,57.13,13.09,0,0,25.16,0
PHOTONGENIC,81.85,85.71,13.08,0,0,55.69,0
THE BLACK KNIGHT,83.37,84.27,13.08,0,92,57.77,0
アクマフカ,63.71,48.56,13.08,0,40.07,29.02,0
真夜中のバべル,51.8,48.56,13.04,0,24.52,8.59,0
Blind Justice ～Torn souls， Hurt Faiths ～,74.65,68.56,13.03,26.3,0,54.67,0
NEBULA GRASPER,83.51,71.41,12.99,0.68,0,13.79,0
LOVE IS ORANGE,48.6,54.28,12.96,0,0,15.66,0
千年ノ理,77.76,78.57,12.91,0,0,57.5,0
Ariah,60.14,52.84,12.79,0,0,36.2,0
dAuntl3ss,81.26,78.56,12.78,0,0,34.96,0
HARD BRAIN,79.64,71.41,12.77,0,32.81,22.54,0
ANTHEM LANDING,75.15,67.14,12.75,0,0,56.85,0
quasar,71.3,74.28,12.67,0,0,18.58,0
The Least 100sec,73.26,74.27,12.61,39.92,0,26.61,0
SURVIVOR,51.35,58.56,12.5,0,0,32.54,0
Megalara Garuda,82.67,89.99,12.49,0,71.78,52.77,0
deep in you,31.24,35.7,12.49,0,0,0.99,0
So Fabulous !!,63.61,68.56,12.4,0,0,27.28,0
Line 4 Ruin,77.61,62.85,12.37,0,0,57.78,0
妖隠し -あやかしかくし-,61.94,60,12.35,0,0,29.02,0
thunder,65.52,61.41,12.26,0,0,33.63,0
ZZ,92.31,84.26,12.25,0,0,52.27,0
Sounds Of Summer,90.82,74.27,12.24,0,17.97,76.48,0
True Blue,94,77.14,12.19,0,0,47.61,0
ANEMONE,67.38,54.27,12.17,0,0,42.81,0
カゴノトリ～弐式～,78.51,94.27,12.11,0,0,48.19,0
lights,56.71,58.56,12.06,0,0,29.5,0
neogenesis,56.08,54.27,11.97,0,0,42.83,0
AA -rebuild-,102.36,87.14,11.89,0,0,46.96,0
THE SHINING POLARIS,57.2,55.7,11.86,0,0,16.13,0
Bow shock!!,76.37,82.84,11.84,0,0,44.87,0
ピアノ協奏曲第1番”蠍火” (BlackY Remix),78.72,75.71,11.76,0,28.28,53.63,0
Tomorrow Perfume,80.55,92.84,11.72,0,0,46.19,0
of the first magnitude,74.48,68.56,11.66,0,115.9,45.13,0
Element of SPADA,52.05,51.42,11.6,0,0,27.32,0
九尾狐夜行,80.16,69.99,11.51,0,0,58.79,0
翼,57.53,54.27,11.49,0,0,37.84,0
打打打打打打打打打打,64.96,61.41,11.47,0,0.45,28.28,0
ANDROMEDA II,81.28,80,11.45,0,0,11.98,0
こっちを向いてよ,58.12,61.41,11.41,0,0,29.21,0
BLOCKS,65.88,61.41,11.36,0,0,21.7,0
衰色小町メランコリア,61.62,50,11.35,0,0,47.24,0
ANDROMEDA,71.82,58.57,11.28,0,0,13.34,0
BLUST OF WIND,65.71,57.13,11.22,0,13.13,46.42,0
